INSTNM,CITY,STABBR,ZIP,ADM_RATE_ALL,ADMCON7,SAT_AVG,ACTCM25,ACTCM75,OPENADMP,PCTFLOAN_DCS,PCTPELL_DCS,FTFTPCTFLOAN,UGDS,UGDS_MEN,UGDS_WOMEN,UG25ABV,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,FIRSTGEN_DEBT_MDN,NOTFIRSTGEN_DEBT_MDN,PAR_ED_PCT_1STGEN,FAMINC,MD_FAMINC,PCT_BORN_US,UNEMP_RATE,COSTT4_A,COSTT4_P
Dine College,Tsaile,AZ,86556,,,,,,1.0,0.0,0.4768,0.0,1361.0,0.2432,0.7568,0.5529,0.0066,0.0015,0.0015,0.0007,0.9831,0.0007,0.0,0.0022,0.0037,PS,PS,0.4318936877,18788.97948,14495,99.25,10.8500003814697,14048.0,
Northern Arizona University,Flagstaff,AZ,86011-4092,0.7999331178241,3.0,,,,2.0,0.3404,0.3191,0.3841,23090.0,0.368,0.632,0.1595,0.5574,0.0289,0.2634,0.0306,0.0292,0.0026,0.058,0.0192,0.0107,12500,13582,0.3868625756,58604.89696,41212,88.9899978637695,3.9300000667572,28648.0,
Northland Pioneer College,Holbrook,AZ,86025-0610,,,,,,1.0,0.0,0.2269,0.0,1075.0,0.2865,0.7135,0.2864,0.3516,0.0047,0.1405,0.013,0.3805,0.0009,0.0149,0.0,0.094,PS,PS,0.4664371773,19532.016035,14950,97.5299987792969,7.13000011444091,15097.0,
Phoenix College,Phoenix,AZ,85013,,,,,,1.0,0.1085,0.396,0.0543,6588.0,0.342,0.658,0.3766,0.2187,0.0953,0.5686,0.0269,0.0234,0.0005,0.0346,0.0111,0.0209,5118,5250,0.6157552397,24648.843008,20661,77.9300003051757,4.17000007629394,16957.0,
Pima Community College,Tucson,AZ,85709-1275,,,,,,1.0,0.0572,0.223,0.0772,13328.0,0.43,0.57,0.4051,0.3349,0.0512,0.5082,0.0281,0.0181,0.0031,0.0311,0.0092,0.0161,4500,4500,0.4776079734,26934.137769,20576,85.8399963378906,3.51999998092651,8742.0,
Pima Medical Institute-Tucson,Tucson,AZ,85712,,,,,,1.0,0.6147,0.5126,0.8163,2477.0,0.1974,0.8026,0.6503,0.3242,0.0969,0.4029,0.0521,0.0226,0.0113,0.0795,0.0008,0.0097,9499,9500,0.5053929122,31765.580237,21596,84.4000015258789,3.65000009536743,,
Pima Medical Institute-Albuquerque,Albuquerque,NM,87110,,,,,,1.0,0.5722,0.6185,0.7009,690.0,0.1609,0.8391,0.4655,0.1565,0.0246,0.5029,0.0203,0.1957,0.0058,0.0841,0.0,0.0101,4750,5500,0.4831460674,27960.953782,19904.5,90.5899963378906,3.80999994277954,,26586.0
Prescott College,Prescott,AZ,86301,0.98378378378378,3.0,,,,2.0,0.6789,0.4569,0.6667,313.0,0.361,0.639,0.3196,0.6645,0.0383,0.0447,0.0383,0.0128,0.0032,0.0096,0.0064,0.1821,12500,12000,0.2319587629,51224.864734,26676,89.0400009155273,3.23000001907348,45439.0,
Refrigeration School Inc,Phoenix,AZ,85034-1816,,,,,,1.0,0.6457,0.5771,0.7397,990.0,0.9121,0.0879,0.5819,0.3182,0.1323,0.3525,0.0131,0.1646,0.0111,0.002,0.0,0.0061,7917,7917,0.5225653207,27944.339336,21165,85.0400009155273,3.79999995231628,,30788.0
Rio Salado College,Tempe,AZ,85281,,,,,,1.0,0.1567,0.265,0.129,3999.0,0.3633,0.6367,0.3107,0.4191,0.1193,0.3268,0.0323,0.018,0.0048,0.0475,0.0033,0.029,4427,3750,0.4732347428,27962.756492,21808.5,86.7600021362304,3.20000004768371,11938.0,
Roberto-Venn School of Luthiery,Phoenix,AZ,85007,,,,,,1.0,0.4828,0.1724,0.2857,27.0,0.963,0.037,0.5833,0.8889,0.0,0.037,0.037,0.037,0.0,0.0,0.0,0.0,PS,PS,PS,47177.12963,26717.5,88.8199996948242,3.35999989509582,,27070.0
Scottsdale Community College,Scottsdale,AZ,85256,,,,,,1.0,0.0934,0.2047,0.0874,4245.0,0.44,0.56,0.3284,0.5062,0.0455,0.2895,0.0339,0.0443,0.0014,0.0509,0.0085,0.0198,4500,4416,0.4023349798,30520.671356,22000,87.3499984741211,3.08999991416931,18529.0,
South Mountain Community College,Phoenix,AZ,85042,,,,,,1.0,0.0915,0.4371,0.0437,2192.0,0.4279,0.5721,0.2744,0.1346,0.1501,0.5762,0.0224,0.0406,0.0014,0.0474,0.0064,0.021,4500,4500,0.5895117541,25159.145901,21078,79.2200012207031,4.17999982833862,16406.0,
Arizona Christian University,Glendale,AZ,85306-3216,0.70136778115501,5.0,,,,2.0,0.7621,0.3795,0.8698,1028.0,0.6128,0.3872,0.1111,0.4864,0.107,0.2675,0.0126,0.0146,0.0068,0.0691,0.0321,0.0039,6500,5500,0.3825503356,53447.115385,36206.5,87.5899963378906,3.04999995231628,47865.0,
Universal Technical Institute of Arizona Inc,Avondale,AZ,85323,,,,,,1.0,0.5988,0.4604,0.769,1972.0,0.9452,0.0548,0.2049,0.3687,0.0335,0.3235,0.0228,0.0401,0.0274,0.1121,0.0,0.072,11168,11998,0.5486053576,42458.6794,28618,84.6299972534179,3.77999997138977,,29601.0
Yavapai College,Prescott,AZ,86301,,,,,,1.0,0.0803,0.3784,0.07,3577.0,0.4152,0.5848,0.4592,0.6198,0.0157,0.2242,0.0126,0.0254,0.0056,0.0419,0.0025,0.0523,6990,6500,0.5,23844.887862,17699,93.2699966430664,3.20000004768371,12681.0,
University of Arkansas at Little Rock,Little Rock,AR,72204,0.61463004484304,1.0,1089.0,18.0,24.0,2.0,0.4525,0.4716,0.3049,4802.0,0.3657,0.6343,0.3795,0.4933,0.2597,0.0344,0.0217,0.0104,0.0,0.1474,0.0283,0.0048,15000,12983,0.3910404624,39269.29246,27239,96.6299972534179,3.63000011444091,21300.0,
University of Arkansas for Medical Sciences,Little Rock,AR,72205-7199,,,,,,,0.486,0.305,,1287.0,0.1601,0.8399,0.6476,0.6076,0.1181,0.0925,0.0808,0.0047,0.0,0.0365,0.0039,0.0559,12988,13231,0.3950276243,42150.5275,29171.5,96.6999969482422,3.48000001907348,,
Arkansas Baptist College,Little Rock,AR,72202-6068,,,,,,1.0,0.5773,0.6329,0.6493,497.0,0.7666,0.2334,0.186,0.0342,0.839,0.0805,0.0,0.004,0.0,0.0282,0.0141,0.0,8250,9500,0.4495289367,20377.133714,14641,96.4599990844726,4.78999996185302,22715.0,
Arkansas Beauty School-Little Rock,Little Rock,AR,72209,,,,,,1.0,0.5977,0.6322,0.9286,98.0,0.0204,0.9796,0.3571,0.0204,0.9184,0.0612,0.0,0.0,0.0,0.0,0.0,0.0,6333,6333,0.5540540541,13911.447514,11328,96.1699981689453,4.3600001335144,,27731.0
Arkansas Beauty College,Russellville,AR,72801,,,,,,1.0,0.5303,0.5758,0.5932,29.0,0.0345,0.9655,0.1818,0.7586,0.069,0.069,0.069,0.0345,0.0,0.0,0.0,0.0,PS,PS,0.5294117647,29275,14185,,,,14957.0
Lyon College,Batesville,AR,72501,0.59840810419681,3.0,,,,2.0,0.5934,0.3702,0.6812,489.0,0.5951,0.4049,0.0276,0.5112,0.0613,0.0327,0.0123,0.0061,0.002,0.0123,0.0695,0.2924,9500,12000,0.3,64437.997245,51394,96.8199996948242,3.19000005722045,44749.0,
Arkansas Technical School,North Little Rock,AR,72114,,,,,,1.0,0.9444,0.9583,1.0,60.0,0.4833,0.5167,0.2258,0.1333,0.8333,0.0167,0.0167,0.0,0.0,0.0,0.0,0.0,PS,PS,0.6184210526,13660.455056,9512.5,96.7699966430664,4.42999982833862,,25284.0
Arthur's Beauty College,Fort Smith,AR,72901-3342,,,,,,1.0,0.6,0.75,0.5333,16.0,0.0625,0.9375,0.36,0.625,0.25,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,PS,PS,0.5428571429,21634.813253,15105.5,93.1600036621093,3.21000003814697,,18702.0
University of Arkansas,Fayetteville,AR,72701,0.7893130935581,5.0,1167.0,21.0,28.0,2.0,0.3436,0.1842,0.3912,26002.0,0.4404,0.5596,0.0851,0.7421,0.0429,0.1068,0.028,0.0082,0.0012,0.0468,0.014,0.01,15250,16500,0.2599614872,86258.19241,64201,94.6299972534179,3.79999995231628,24611.0,
University of Arkansas at Pine Bluff,Pine Bluff,AR,71601,0.69328233325364,1.0,878.0,14.0,18.0,2.0,0.5682,0.6727,0.5831,2155.0,0.4343,0.5657,0.0914,0.026,0.9021,0.026,0.0028,0.0051,0.0014,0.0204,0.0162,0.0,14371,14250,0.3677375256,30535.569395,22300,96.3799972534179,5.32000017166137,19968.0,
Arkansas State University-Beebe,Beebe,AR,72012-1000,,,,,,1.0,0.1304,0.5132,0.0882,1829.0,0.3652,0.6348,0.1834,0.8054,0.0623,0.0689,0.0066,0.0044,0.0,0.0388,0.0,0.0137,5500,5500,0.4561618639,32775.848818,24595,97.6399993896484,4.23999977111816,15851.0,
Arkansas State University,Jonesboro,AR,72401,0.69511993382961,5.0,1119.0,19.0,25.0,2.0,0.4673,0.3967,0.4865,7463.0,0.3765,0.6235,0.1922,0.6873,0.1443,0.0472,0.01,0.0025,0.0011,0.0347,0.0651,0.0078,15250,14266,0.3882667965,46692.785187,33450,98.0400009155273,3.75,21176.0,
Arkansas Tech University,Russellville,AR,72801-2222,0.94394307532106,5.0,1090.0,17.0,24.0,2.0,0.4104,0.4744,0.4353,6108.0,0.4286,0.5714,0.1405,0.7205,0.0706,0.1074,0.018,0.0079,0.0007,0.0475,0.0275,0.0,11500,11000,0.4574780059,43667.734147,32169,96.6600036621094,3.45000004768371,20919.0,
University of Arkansas at Monticello,Monticello,AR,71656,,,,,,1.0,0.5056,0.5763,0.449,1819.0,0.4079,0.5921,0.1966,0.5465,0.2908,0.0825,0.0016,0.0022,0.0016,0.066,0.0088,0.0,11338,11967,0.4533974744,34654.03622,23351,97.6600036621094,4.65000009536743,19068.0,
Arthur's Beauty College,Jacksonville,AR,72076,,,,,,1.0,0.6296,0.6852,0.8,37.0,0.0,1.0,0.2105,0.7297,0.2703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7599,9500,0.4606741573,24147.57971,15532,97.5500030517578,3.86999988555908,,17357.0
Baptist Health College Little Rock,Little Rock,AR,72210-2827,0.85714285714285,1.0,,,,2.0,0.6426,0.3859,,549.0,0.0984,0.9016,0.4595,0.5938,0.3005,0.0401,0.0091,0.0018,0.0036,0.0437,0.0,0.0073,9500,9711,0.4169550173,42395.8976,29617,97.4199981689453,3.69000005722045,,
Black River Technical College,Pocahontas,AR,72455,,,,,,1.0,0.1639,0.6245,0.082,1003.0,0.349,0.651,0.3275,0.9003,0.0379,0.0299,0.004,0.002,0.003,0.0199,0.0,0.003,6500,5500,0.4806973848,26871.416216,20619,98.870002746582,3.46000003814697,13691.0,
University of Central Arkansas,Conway,AR,72035-0001,0.91214351425942,5.0,1118.0,19.0,25.0,2.0,0.4394,0.3858,0.5078,7563.0,0.3825,0.6175,0.0797,0.6508,0.1731,0.0673,0.0213,0.0036,0.0009,0.0488,0.0325,0.0017,13000,13000,0.3459589224,51621.338246,37082,97.2099990844726,3.65000009536743,23167.0,
Central Baptist College,Conway,AR,72034,0.63940520446096,1.0,1011.0,17.0,24.0,2.0,0.5537,0.4583,0.4779,489.0,0.5706,0.4294,0.164,0.5971,0.1656,0.0982,0.0082,0.0082,0.0,0.0409,0.0532,0.0286,12000,14751,0.3455497382,51145.723404,38278,97.0599975585937,3.41000008583068,28293.0,
Cossatot Community College of the University of Arkansas,De Queen,AR,71832,,,,,,1.0,0.0,0.5395,0.0,833.0,0.3169,0.6831,0.1949,0.4706,0.1489,0.3049,0.006,0.0072,0.0012,0.0612,0.0,0.0,PS,PS,0.5862068966,22685.497207,20384,93.4300003051757,3.14000010490417,11376.0,
Crowley's Ridge College,Paragould,AR,72450,,,,,,1.0,0.7882,0.5765,0.75,171.0,0.538,0.462,0.0152,0.807,0.1754,0.0058,0.0,0.0058,0.0,0.0,0.0,0.0058,14500,11750,0.3956834532,49575.235294,47685,97.8300018310547,3.46000003814697,23894.0,
East Arkansas Community College,Forrest City,AR,72335-2204,,,,,,1.0,0.0909,0.6893,0.041,519.0,0.2871,0.7129,0.3409,0.4644,0.4701,0.0116,0.0058,0.0039,0.0116,0.0308,0.0019,0.0,4000,5308,0.5082872928,25163.710588,18823,99.1600036621094,5.32000017166137,13976.0,
Paul Mitchell the School-Little Rock,North Little Rock,AR,72117,,,,,,1.0,0.6819,0.6667,0.898,358.0,0.0475,0.9525,0.3545,0.5587,0.2849,0.0559,0.0056,0.0335,0.0028,0.0447,0.0028,0.0112,9833,9833,0.4567901235,32714.775832,19466,97,3.69000005722045,,25470.0
National Park College,Hot Springs,AR,71913,,,,,,1.0,0.2838,0.6453,0.2311,1809.0,0.393,0.607,0.2671,0.7424,0.1072,0.0918,0.0166,0.0149,0.0,0.0017,0.0138,0.0116,6252,5750,0.4566613162,24124.12824,17464,96.9300003051758,2.91000008583068,13759.0,
University of Arkansas Community College-Batesville,Batesville,AR,72503-3350,,,,,,1.0,0.139,0.6332,0.0503,694.0,0.3055,0.6945,0.2292,0.7925,0.0231,0.0965,0.0072,0.0086,0.0014,0.0605,0.0086,0.0014,7450,5500,0.4585714286,27564.158416,22454,98.5100021362304,3.49000000953674,14375.0,
Harding University,Searcy,AR,72149-5615,0.45119787045252,1.0,1182.0,20.0,28.0,2.0,0.4547,0.2223,0.4704,3198.0,0.4425,0.5575,0.0445,0.7892,0.051,0.0453,0.0153,0.0041,0.0006,0.0369,0.0572,0.0003,22500,21500,0.2054794521,83701.980096,71055,94.2900009155273,3.65000009536743,34168.0,
Henderson State University,Arkadelphia,AR,71999-0001,0.70660980810234,1.0,1019.0,16.0,21.0,2.0,0.4544,0.4526,0.4399,1800.0,0.4761,0.5239,0.1104,0.6183,0.2222,0.0728,0.0183,0.0111,0.0028,0.0,0.0222,0.0322,11722,12250,0.3767383059,42411.974123,30416,96.3300018310547,3.28999996185302,26032.0,
Hendrix College,Conway,AR,72032-3080,0.60278490289483,5.0,1246.0,23.0,30.0,2.0,0.4483,0.2543,0.4667,1127.0,0.4916,0.5084,0.0054,0.6877,0.0745,0.0914,0.0319,0.008,0.0009,0.0506,0.0284,0.0266,19500,19500,0.1920668058,87378.763889,64295.5,93.7900009155273,3.20000004768371,49928.0,
Hot Springs Beauty College,Hot Springs,AR,71901,,,,,,1.0,0.608,0.6,0.7391,90.0,0.0556,0.9444,0.3176,0.7556,0.1889,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,PS,PS,0.4468085106,17240.298246,13946,97.370002746582,2.79999995231628,,19027.0
Jefferson Regional School of Nursing,Pine Bluff,AR,71603,,,,,,,0.48,0.47,,69.0,0.2464,0.7536,0.303,0.6667,0.2464,0.0725,0.0145,0.0,0.0,0.0,0.0,0.0,PS,PS,PS,40192.127907,24327.5,98.5299987792969,3.97000002861023,,
John Brown University,Siloam Springs,AR,72761,0.56644295302013,5.0,1218.0,22.0,29.0,2.0,0.4884,0.2996,0.4559,1354.0,0.4092,0.5908,0.0891,0.7075,0.0133,0.0938,0.0199,0.017,0.0015,0.0598,0.0805,0.0066,17334,17000,0.2888283379,69960.702597,52350.5,94.120002746582,2.92000007629394,42128.0,
Career Academy of Hair Design,Springdale,AR,72764-7128,,,,,,1.0,0.5789,0.6704,0.5503,230.0,0.0217,0.9783,0.4388,0.6391,0.0783,0.2217,0.0043,0.0435,0.0,0.0043,0.0,0.0087,5511,6349,0.6088435374,26422.623596,17526.5,92.2600021362304,3.41000008583068,,17759.0
Academy of Salon and Spa,Fort Smith,AR,72901,,,,,,1.0,0.5269,0.6022,0.7857,67.0,0.0,1.0,0.3019,0.5821,0.0746,0.1194,0.0149,0.1642,0.0,0.0448,0.0,0.0,PS,PS,0.5050505051,22261.547009,13269,95.5100021362304,3.54999995231628,,17515.0
Arkansas State University Mid-South,West Memphis,AR,72301-3829,,,,,,1.0,0.0,0.6962,0.0,455.0,0.3516,0.6484,0.1996,0.3099,0.589,0.044,0.0,0.0044,0.0,0.0396,0.0132,0.0,PS,PS,0.5944272446,17675.934211,16021,98.4499969482422,4.28000020980835,15906.0,
Arkansas Northeastern College,Blytheville,AR,72316-1109,,,,,,1.0,0.0,0.4949,0.0,748.0,0.3249,0.6751,0.2677,0.5481,0.3529,0.0695,0.0067,0.0013,0.0027,0.004,0.0,0.0147,PS,PS,0.5894538606,22329.569132,19292.5,98.5699996948242,4.63000011444091,10453.0,
New Tyler Barber College Inc,North Little Rock,AR,72114-4973,,,,,,1.0,0.3778,0.7556,0.5,28.0,0.5357,0.4643,0.5152,0.0,0.9643,0.0357,0.0,0.0,0.0,0.0,0.0,0.0,PS,PS,0.56,10422.261538,6000,96.9700012207031,4.40000009536743,,22234.0
North Arkansas College,Harrison,AR,72601-5508,,,,,,1.0,0.1154,0.5659,0.0634,1121.0,0.3988,0.6012,0.2506,0.8198,0.0232,0.0874,0.0036,0.0027,0.0018,0.041,0.0045,0.0161,6500,5250,0.5375118708,26014.587542,21388.5,97.5199966430664,3.03999996185302,13786.0,
Northwest Technical Institute,Springdale,AR,72764,,,,,,1.0,0.0,0.7419,0.0,201.0,0.7264,0.2736,0.3806,0.5174,0.0249,0.3731,0.0149,0.0149,0.0547,0.0,0.0,0.0,PS,PS,0.5863874346,25435.483051,21612,92.7300033569336,3.64000010490417,11129.0,
Ouachita Baptist University,Arkadelphia,AR,71998-0001,0.72321861366941,5.0,1180.0,21.0,28.0,2.0,0.6109,0.2486,0.673,1587.0,0.4247,0.5753,0.014,0.8009,0.0643,0.0592,0.012,0.0032,0.0006,0.0384,0.0214,0.0,15000,14793,0.2354892206,75993.588697,62149,93.3199996948242,3.16000008583068,43878.0,
Arkansas State University Three Rivers,Malvern,AR,72104-0816,,,,,,1.0,0.342,0.592,0.1321,446.0,0.287,0.713,0.144,0.6928,0.2332,0.0314,0.009,0.0135,0.0045,0.009,0.0045,0.0022,6500,6750,0.5,32209.648562,24497,98.1699981689453,2.97000002861022,10370.0,
Ozarka College,Melbourne,AR,72556-0010,,,,,,1.0,0.2013,0.7604,0.1473,614.0,0.2769,0.7231,0.2165,0.9365,0.0195,0.0244,0.0049,0.013,0.0016,0.0,0.0,0.0,8100,4750,0.5092198582,23108.691358,17500,98.9400024414062,2.53999996185302,11310.0,
University of the Ozarks,Clarksville,AR,72830,0.60083449235048,5.0,1087.0,19.0,24.0,2.0,0.4452,0.3613,0.5672,767.0,0.4798,0.5202,0.0191,0.4237,0.0626,0.1343,0.013,0.0065,0.0065,0.0456,0.2751,0.0326,9375,14475,0.346875,52938.05618,40931.5,94.3199996948242,3.48000001907348,35272.0,
University of Arkansas Community College-Morrilton,Morrilton,AR,72110,1.0,1.0,1020.0,17.0,22.0,2.0,0.1362,0.5088,0.0667,1519.0,0.3818,0.6182,0.2729,0.7103,0.0928,0.133,0.0053,0.0033,0.0,0.0527,0.0007,0.002,6643,4921,0.4925261584,31724.254093,22457,97.6900024414062,3.66000008583068,12423.0,
Philander Smith University,Little Rock,AR,72202-3799,,,,,,1.0,0.6845,0.7141,0.6333,766.0,0.4151,0.5849,0.1521,0.0065,0.8473,0.0131,0.0,0.0,0.0183,0.0235,0.0666,0.0248,14890,14000,0.4303405573,23559.104725,18743,95.1800003051757,5.07999992370605,25951.0,
Phillips Community College of the University of Arkansas,Helena,AR,72342-0785,,,,,,1.0,0.0,0.7365,0.0,616.0,0.2987,0.7013,0.159,0.388,0.5617,0.0292,0.0065,0.0,0.0,0.0114,0.0,0.0032,PS,PS,0.4459459459,17763.342809,15160.5,98.9199981689453,4.90999984741211,11244.0,
Southeast Arkansas College,Pine Bluff,AR,71603,,,,,,1.0,0.2475,0.7215,0.2308,789.0,0.2649,0.7351,0.4443,0.1952,0.5856,0.1952,0.0063,0.0013,0.0,0.0165,0.0,0.0,6329,4687,0.5277401894,21908.112922,17448,98.4499969482422,4.67000007629394,11877.0,
University of Aesthetics & Cosmetology,El Dorado,AR,71730-4009,,,,,,1.0,0.74,0.76,0.72,27.0,0.0,1.0,0.5135,0.4815,0.2963,0.037,0.0,0.0,0.0,0.1111,0.0,0.0741,PS,PS,PS,28840.5,22978,98.7900009155273,4.05999994277954,,15121.0
University of Arkansas-Pulaski Technical College,North Little Rock,AR,72118-3347,,,,,,1.0,0.4472,0.5827,0.3676,3862.0,0.3325,0.6675,0.4108,0.3874,0.4021,0.11,0.0168,0.0067,0.0021,0.0427,0.0065,0.0256,7044,6250,0.4391447368,28325.385313,20542,96.6500015258789,3.82999992370605,18763.0,
University of Arkansas Hope-Texarkana,Hope,AR,71801,,,,,,1.0,0.0,0.6579,0.0,704.0,0.2585,0.7415,0.2527,0.5071,0.3509,0.0938,0.0099,0.0043,0.0014,0.0298,0.0,0.0028,PS,PS,0.5503778338,20284.010741,17783,96.0299987792969,3.65000009536743,13564.0,
University of Arkansas Community College Rich Mountain,Mena,AR,71953,,,,,,1.0,0.0907,0.5879,0.0581,441.0,0.3764,0.6236,0.1866,0.7982,0.0181,0.0975,0.0068,0.0227,0.0023,0.0136,0.0408,0.0,PS,PS,0.6353276353,20788.148515,17973.5,97.0999984741211,2.89000010490417,10771.0,
Paul Mitchell the School-Arkansas,Fayetteville,AR,72703,,,,,,1.0,0.5622,0.4541,0.6769,109.0,0.0092,0.9908,0.1271,0.6972,0.0367,0.1743,0.0,0.0826,0.0,0.0092,0.0,0.0,9500,9801,0.4820143885,43844.22293,25628,93.7300033569336,4.42999982833862,,15574.0
Searcy Beauty College,Searcy,AR,72143,,,,,,1.0,0.5,0.5738,0.7059,84.0,0.0119,0.9881,0.4881,0.8571,0.0833,0.0357,0.0,0.0119,0.0,0.0119,0.0,0.0,PS,PS,0.6704545455,20788.877358,12782,98.4400024414062,5.59999990463256,,17636.0
Shorter College,N Little Rock,AR,72114,,,,,,1.0,0.7878,0.8,0.9107,321.0,0.3925,0.6075,0.8367,0.2305,0.7352,0.0187,0.0,0.0062,0.0,0.0,0.0,0.0093,PS,PS,0.5572815534,4180.5390173,0,,,19724.0,
Williams Baptist University,Walnut Ridge,AR,72476,0.59305993690851,5.0,1050.0,18.0,24.0,2.0,0.4765,0.4295,0.4579,556.0,0.4694,0.5306,0.0447,0.804,0.0737,0.018,0.0018,0.0,0.0018,0.0234,0.0773,0.0,9500,13500,0.3235294118,52772.823077,43631.5,98.1800003051758,3.38000011444091,30718.0,
South Arkansas College,El Dorado,AR,71731-7010,,,,,,1.0,0.2576,0.5456,0.1337,893.0,0.262,0.738,0.3366,0.4871,0.3998,0.056,0.0034,0.0022,0.0022,0.0325,0.0112,0.0056,7162,5748,0.539556962,26713.163293,19138,98.2200012207031,4.07999992370605,10774.0,
Southern Arkansas University Main Campus,Magnolia,AR,71753,0.63614540466392,1.0,1088.0,17.0,24.0,2.0,0.7979,0.4819,0.4666,2787.0,0.4395,0.5605,0.0937,0.6261,0.2257,0.0657,0.0068,0.0032,0.0004,0.0531,0.019,0.0,12500,12609,0.4209215442,41490.204799,29945.5,97.1299972534179,4.05000019073486,24242.0,
Southern Arkansas University Tech,Camden,AR,71701-1906,,,,,,1.0,0.1586,0.5559,0.1891,672.0,0.4524,0.5476,0.2591,0.5074,0.378,0.0491,0.0015,0.0015,0.0,0.0595,0.003,0.0,4500,3525,0.5243902439,26421.942509,19465.5,98.6900024414062,4.46000003814697,15344.0,
Velvatex College of Beauty Culture,Little Rock,AR,72202-5452,,,,,,1.0,0.5714,0.8571,0.7273,14.0,0.0,1.0,0.7333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PS,PS,0.6363636364,8777.0681818,4800,96.7200012207031,4.59999990463256,,14101.0
University of Arkansas-Fort Smith,Fort Smith,AR,72913-3649,,,,,,1.0,0.3811,0.5181,0.2807,4143.0,0.3847,0.6153,0.1814,0.5904,0.0401,0.1764,0.0524,0.0239,0.0017,0.1007,0.0145,0.0,10750,10813,0.4840221559,40021.882983,29173,95.1399993896484,3.24000000953674,17947.0,
Academy of Art University,San Francisco,CA,94105,,,,,,1.0,0.4968,0.4244,0.6335,4485.0,0.4276,0.5724,0.4345,0.2245,0.1072,0.1737,0.062,0.0042,0.0054,0.0515,0.173,0.1984,10500,13490,0.4083701586,37907.316216,22550.5,79.75,3.34999990463256,44484.0,
Academy of Chinese Culture and Health Sciences,Oakland,CA,94612,,,,,,,,,,,,,,,,,,,,,,,PS,PS,,,,PS,PS,,
College of Alameda,Alameda,CA,94501,,,,,,1.0,0.0055,0.1325,0.0,4236.0,0.4287,0.5713,0.3963,0.156,0.1858,0.2668,0.2498,0.0028,0.0064,0.0708,0.0246,0.0371,PS,PS,0.5613107822,17829.596296,14595,70.120002746582,4.40000009536743,20277.0,
Allan Hancock College,Santa Maria,CA,93454-6399,,,,,,1.0,0.0089,0.3114,0.0072,7497.0,0.4671,0.5329,0.2822,0.203,0.0224,0.6785,0.0308,0.0028,0.0068,0.0299,0.0028,0.0229,8250,6000,0.5947006869,26488.803135,23452,76.6800003051757,4.59999990463256,10744.0,
American Academy of Dramatic Arts-Los Angeles,Los Angeles,CA,90028,0.84230769230769,3.0,,,,2.0,0.53,0.3364,0.5467,220.0,0.4227,0.5773,0.106,0.3409,0.1273,0.1409,0.0318,0.0,0.0,0.0409,0.3136,0.0045,12000,12000,0.2339832869,65846.883598,41206.5,85.0500030517578,3.36999988555908,52705.0,
Berkeley School of Theology,Berkeley,CA,94704-3029,0.66666666666666,5.0,,,,2.0,0.0,0.0,,19.0,0.5789,0.4211,,0.0526,0.3158,0.3158,0.0526,0.0,0.0,0.0,0.2632,0.0,PS,PS,PS,PS,PS,,,,
American Film Institute Conservatory,Los Angeles,CA,90027-1625,,,,,,,,,,,,,,,,,,,,,,,PS,PS,PS,PS,PS,PS,PS,,
American Beauty College,West Covina,CA,91790,,,,,,1.0,0.5879,0.5463,0.8846,234.0,0.235,0.765,0.3514,0.0812,0.0299,0.7949,0.0684,0.0214,0.0,0.0,0.0,0.0043,PS,PS,0.6363636364,21760.212329,16631,65.2799987792968,5.03000020980835,,30022.0
American Career College-Los Angeles,Los Angeles,CA,90004,,,,,,1.0,0.6015,0.6012,0.8673,1969.0,0.227,0.773,0.5715,0.0716,0.1082,0.6267,0.1432,0.0051,0.0096,0.0325,0.0,0.003,9500,13910,0.5599022005,23351.174192,15438.5,58.9799995422363,5.59000015258789,,32478.0
American River College,Sacramento,CA,95841-4286,,,,,,1.0,0.0315,0.2578,0.0214,24054.0,0.5338,0.4662,0.4972,0.3711,0.0672,0.3206,0.1131,0.0059,0.0091,0.0508,0.002,0.0602,9500,8250,0.5141478029,18070.304658,13273.5,83.3000030517578,4.40999984741211,12586.0,
Antelope Valley Community College District,Lancaster,CA,93536-5426,,,,,,1.0,0.0311,0.4303,0.0062,10191.0,0.4336,0.5664,0.3347,0.1458,0.122,0.6379,0.0376,0.002,0.0015,0.0386,0.0021,0.0127,8750,8022,0.5615699806,18790.768215,13661,83.2399978637695,6.34999990463257,9507.0,
Art Center College of Design,Pasadena,CA,91103,0.70972762645914,3.0,,,,2.0,0.3786,0.2636,0.2857,2113.0,0.4198,0.5802,0.2007,0.1041,0.0123,0.0975,0.3034,0.0005,0.0024,0.0383,0.4416,0.0,27906,25000,0.2428842505,51484.238267,30283,68.4599990844726,3.75999999046325,70276.0,
Associated Technical College-Los Angeles,Los Angeles,CA,90017-1604,,,,,,1.0,0.3446,0.7203,0.302,202.0,0.2426,0.7574,0.8167,0.297,0.3119,0.2426,0.005,0.0,0.0099,0.0149,0.0,0.1188,PS,PS,0.5971563981,8382.4641676,0,51.2799987792968,6.17999982833862,,27357.0
